text,context,target
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,management
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,SERVICE#GENERAL,service
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#PRICES,food
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#QUALITY,food
The food is okay and the prices here are mediocre.,FOOD#QUALITY,food
The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,NULL
Baluchi's has solid food and a nice decor at reasonable prices.,FOOD#QUALITY,food
Baluchi's has solid food and a nice decor at reasonable prices.,AMBIENCE#GENERAL,decor
Baluchi's has solid food and a nice decor at reasonable prices.,RESTAURANT#PRICES,Baluchi's
The only problem is that the manager is a complete incompetent.,SERVICE#GENERAL,manager
He offers subpar service and has no personality.,SERVICE#GENERAL,service
"In fact, it appears he is going to go postal at any moment.",SERVICE#GENERAL,NULL
There is no excuse for such lousy service!,SERVICE#GENERAL,service
I have never before eaten 40 pieces of relatively good nigiri.,FOOD#QUALITY,nigiri
You can do it here.,FOOD#STYLE_OPTIONS,NULL
$20 for all you can eat sushi cannot be beaten.,FOOD#PRICES,all you can eat sushi
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",RESTAURANT#GENERAL,Areo
"Most of the servers are very attentive, friendly and quite attractive.",SERVICE#GENERAL,servers
"The vibe is very relaxed and cozy, service was great and the food was excellent!",AMBIENCE#GENERAL,vibe
"The vibe is very relaxed and cozy, service was great and the food was excellent!",SERVICE#GENERAL,service
"The vibe is very relaxed and cozy, service was great and the food was excellent!",FOOD#QUALITY,food
Me and my girls will definitely go back.,RESTAURANT#GENERAL,NULL
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,FOOD#QUALITY,Food
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,LOCATION#GENERAL,view of the new york city skiline
I would highly recommand requesting a table by the window.,LOCATION#GENERAL,NULL
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,SERVICE#GENERAL,service
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,AMBIENCE#GENERAL,place
The food is great.,FOOD#QUALITY,food
Personal pans are the perfect size for those hungry nights.,FOOD#STYLE_OPTIONS,Personal pans
I heartily recommend.,RESTAURANT#GENERAL,NULL
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE#GENERAL,delivery guys
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,SERVICE#GENERAL,delivery guys
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,scene
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,place
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",LOCATION#GENERAL,location
The pizza was pretty good and huge.,FOOD#QUALITY,pizza
The pizza was pretty good and huge.,FOOD#STYLE_OPTIONS,pizza
The price very reasonable.,RESTAURANT#PRICES,NULL
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,FOOD#STYLE_OPTIONS,penne a la vodka
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,FOOD#QUALITY,NULL
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD#QUALITY,pasta penne
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD#STYLE_OPTIONS,pasta penne
"La Rosa waltzes in, and I think they are doing it the best.",FOOD#QUALITY,La Rosa
"Interesting selection, good wines, service fine, fun decor.",DRINKS#QUALITY,wines
"Interesting selection, good wines, service fine, fun decor.",SERVICE#GENERAL,service
"Interesting selection, good wines, service fine, fun decor.",AMBIENCE#GENERAL,decor
"Interesting selection, good wines, service fine, fun decor.",FOOD#STYLE_OPTIONS,selection
I love it.,RESTAURANT#GENERAL,NULL
I plan on stopping by next week as well.,RESTAURANT#GENERAL,NULL
"I found it on a cold night, the perfect spot to warm up.",RESTAURANT#MISCELLANEOUS,spot
I recieved prompt service with a smile.,SERVICE#GENERAL,service
"To me it exemplifies Soho, cute, artsy, interesting.",AMBIENCE#GENERAL,NULL
Definately check it out!!!,RESTAURANT#GENERAL,NULL
This place blew me away...by far my new favorite restaurant on the uppereast side.,RESTAURANT#GENERAL,place
The wine list is extensive and impressive.,DRINKS#STYLE_OPTIONS,wine list
LOVE the atmosphere - felt like I was in Paris.,AMBIENCE#GENERAL,atmosphere
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD#QUALITY,mussels
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD#QUALITY,dessert
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,RESTAURANT#GENERAL,NULL
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,SERVICE#GENERAL,service
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,SERVICE#GENERAL,staff
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,Vittorio
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,crew
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE#GENERAL,Dining Garden
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE#GENERAL,Jazz Bar
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD#QUALITY,Thin Crust Pizzas
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD#QUALITY,Lasagna Menu
I lOVE THIS PLACE!,RESTAURANT#GENERAL,PLACE
Keep up the good work guys!,RESTAURANT#GENERAL,NULL
I have to say I have never had a disapointing meal here.,FOOD#QUALITY,meal
We could have made a meal of the yummy dumplings from the dumpling menu.,FOOD#QUALITY,dumplings
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,BBQ Salmon
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,Sea Bass
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,Crispy Duck
Love Al Di La,RESTAURANT#GENERAL,Al Di La
I recommend this place to everyone.,RESTAURANT#GENERAL,place
Great food.,FOOD#QUALITY,food
One of my favorite places in Brooklyn. ,RESTAURANT#GENERAL,NULL
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,pastas
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,risottos
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,sepia
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,braised rabbit
Overpriced and not tasty ,FOOD#PRICES,NULL
Overpriced and not tasty ,FOOD#QUALITY,NULL
The food here was mediocre at best. ,FOOD#QUALITY,food
It was totally overpriced- fish and chips was about $15.... ,FOOD#PRICES,NULL
It was totally overpriced- fish and chips was about $15.... ,FOOD#PRICES,fish and chips
Tasty Dog!,FOOD#QUALITY,Dog
"An awesome organic dog, and a conscious eco friendly establishment.",FOOD#QUALITY,dog
"An awesome organic dog, and a conscious eco friendly establishment.",RESTAURANT#MISCELLANEOUS,establishment
One of the best hot dogs I have ever eaten.,FOOD#QUALITY,NULL
Can't wait to go back.,RESTAURANT#GENERAL,NULL
The Cypriot restaurant has a lot going for it.,RESTAURANT#GENERAL,Cypriot restaurant
But the best pork souvlaki I ever had is the main thing.,FOOD#QUALITY,pork souvlaki
Run don't walk.,RESTAURANT#GENERAL,NULL
Super YUMMY Pizza!,FOOD#QUALITY,Pizza
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,AMBIENCE#GENERAL,restaurant
"I LOOOVE their eggplant pizza, as well as their pastas!",FOOD#QUALITY,eggplant pizza
"I LOOOVE their eggplant pizza, as well as their pastas!",FOOD#QUALITY,pastas
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",FOOD#STYLE_OPTIONS,half/half pizza
"We had fun eating in there, we were there like around 3 a.m. in the morning!",RESTAURANT#GENERAL,NULL
"Will comeback for sure, wish they have it here in LA..",RESTAURANT#GENERAL,NULL
"Excellent food, although the interior could use some help.",FOOD#QUALITY,food
"Excellent food, although the interior could use some help.",AMBIENCE#GENERAL,interior
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",AMBIENCE#GENERAL,space
"I paid just about $60 for a good meal, though :)",FOOD#QUALITY,meal
"I paid just about $60 for a good meal, though :)",FOOD#PRICES,meal
Great sake!,DRINKS#QUALITY,sake
"Reliable, Fresh Sushi",FOOD#QUALITY,Sushi
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#QUALITY,sashimi
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#STYLE_OPTIONS,rolls
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#QUALITY,rolls
Have never had a problem with service save a missing rice once.,SERVICE#GENERAL,service
Delivery can be spot on or lacking depending on the weather and the day of the week.,SERVICE#GENERAL,Delivery
Delivery guy sometimes get upset if you don't tip more than 10%.,SERVICE#GENERAL,Delivery guy
Best. Sushi. Ever.,FOOD#QUALITY,Sushi
This place has ruined me for neighborhood sushi.,FOOD#QUALITY,sushi
"Creative, consistent, fresh.",FOOD#QUALITY,NULL
"Creative, consistent, fresh.",FOOD#STYLE_OPTIONS,NULL
"Excellent sashimi, and the millennium roll is beyond delicious.",FOOD#QUALITY,sashimi
"Excellent sashimi, and the millennium roll is beyond delicious.",FOOD#QUALITY,millennium roll
